customer_code,department_item_category,transaction_count,transaction_percentage
customer_code_1011,animal products-seafood,3,1.9607843137254901
customer_code_1011,fresh-fruits,9,5.88235294117647
customer_code_1011,fresh-vegetables,7,4.57516339869281
customer_code_1011,homeware-stationery,3,1.9607843137254901
customer_code_1011,household-baby_needs,1,0.6535947712418301
customer_code_1011,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1011,pet_products-pet_care,63,41.17647058823529
customer_code_1011,pet_products-pet_food,45,29.411764705882355
customer_code_1012,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1012,Hygiene-beauty_and_personal_care,114,74.50980392156863
customer_code_1012,animal products-frozen_meat,11,7.18954248366013
customer_code_1012,animal products-seafood,3,1.9607843137254901
customer_code_1012,fresh-fruits,9,5.88235294117647
customer_code_1012,fresh-vegetables,7,4.57516339869281
customer_code_1012,homeware-stationery,3,1.9607843137254901
customer_code_1012,household-baby_needs,1,0.6535947712418301
customer_code_1012,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1013,Hygiene-baby_needs,92,60.130718954248366
customer_code_1013,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1013,animal products-frozen_meat,11,7.18954248366013
customer_code_1013,animal products-seafood,3,1.9607843137254901
customer_code_1013,fresh-fruits,9,5.88235294117647
customer_code_1013,fresh-vegetables,7,4.57516339869281
customer_code_1013,homeware-stationery,3,1.9607843137254901
customer_code_1013,household-baby_needs,18,11.76470588235294
customer_code_1013,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1014,Hygiene-baby_needs,91,59.47712418300654
customer_code_1014,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1014,animal products-frozen_meat,11,7.18954248366013
customer_code_1014,animal products-seafood,3,1.9607843137254901
customer_code_1014,fresh-fruits,9,5.88235294117647
customer_code_1014,fresh-vegetables,7,4.57516339869281
customer_code_1014,homeware-stationery,3,1.9607843137254901
customer_code_1014,household-baby_needs,19,12.418300653594772
customer_code_1014,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1015,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1015,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1015,animal products-frozen_meat,11,7.18954248366013
customer_code_1015,animal products-seafood,3,1.9607843137254901
customer_code_1015,fresh-fruits,71,46.40522875816993
customer_code_1015,fresh-vegetables,53,34.64052287581699
customer_code_1015,homeware-stationery,3,1.9607843137254901
customer_code_1015,household-baby_needs,1,0.6535947712418301
customer_code_1015,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1016,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1016,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1016,animal products-dairy,108,70.58823529411765
customer_code_1016,animal products-frozen_meat,11,7.18954248366013
customer_code_1016,animal products-seafood,3,1.9607843137254901
customer_code_1016,fresh-fruits,9,5.88235294117647
customer_code_1016,fresh-vegetables,7,4.57516339869281
customer_code_1016,homeware-stationery,3,1.9607843137254901
customer_code_1016,household-baby_needs,1,0.6535947712418301
customer_code_1016,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1017,Hygiene-baby_needs,1,0.5555555555555556
customer_code_1017,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_1017,animal products-dairy,135,75.0
customer_code_1017,animal products-frozen_meat,11,6.111111111111111
customer_code_1017,animal products-seafood,3,1.6666666666666667
customer_code_1017,fresh-fruits,9,5.0
customer_code_1017,fresh-vegetables,7,3.888888888888889
customer_code_1017,homeware-stationery,3,1.6666666666666667
customer_code_1017,household-baby_needs,1,0.5555555555555556
customer_code_1017,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1018,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1018,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1018,animal products-frozen_meat,63,41.17647058823529
customer_code_1018,animal products-seafood,59,38.56209150326798
customer_code_1018,fresh-fruits,9,5.88235294117647
customer_code_1018,fresh-vegetables,7,4.57516339869281
customer_code_1018,homeware-stationery,3,1.9607843137254901
customer_code_1018,household-baby_needs,1,0.6535947712418301
customer_code_1018,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1019,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1019,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1019,animal products-frozen_meat,66,43.13725490196079
customer_code_1019,animal products-seafood,56,36.60130718954248
customer_code_1019,fresh-fruits,9,5.88235294117647
customer_code_1019,fresh-vegetables,7,4.57516339869281
customer_code_1019,homeware-stationery,3,1.9607843137254901
customer_code_1019,household-baby_needs,1,0.6535947712418301
customer_code_1019,lifestyle-wellness_food,4,2.6143790849673203
customer_code_102,Hygiene-baby_needs,89,58.16993464052288
customer_code_102,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_102,animal products-frozen_meat,11,7.18954248366013
customer_code_102,animal products-seafood,3,1.9607843137254901
customer_code_102,fresh-fruits,9,5.88235294117647
customer_code_102,fresh-vegetables,7,4.57516339869281
customer_code_102,homeware-stationery,3,1.9607843137254901
customer_code_102,household-baby_needs,21,13.725490196078432
customer_code_102,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1020,Hygiene-baby_needs,1,0.5555555555555556
customer_code_1020,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_1020,animal products-frozen_meat,77,42.77777777777778
customer_code_1020,animal products-seafood,72,40.0
customer_code_1020,fresh-fruits,9,5.0
customer_code_1020,fresh-vegetables,7,3.888888888888889
customer_code_1020,homeware-stationery,3,1.6666666666666667
customer_code_1020,household-baby_needs,1,0.5555555555555556
customer_code_1020,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1021,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1021,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1021,animal products-frozen_meat,11,7.18954248366013
customer_code_1021,animal products-seafood,3,1.9607843137254901
customer_code_1021,fresh-fruits,9,5.88235294117647
customer_code_1021,fresh-vegetables,7,4.57516339869281
customer_code_1021,homeware-stationery,3,1.9607843137254901
customer_code_1021,household-baby_needs,1,0.6535947712418301
customer_code_1021,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1021,pet_products-pet_care,67,43.790849673202615
customer_code_1021,pet_products-pet_food,41,26.797385620915033
customer_code_1022,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1022,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1022,animal products-frozen_meat,11,7.18954248366013
customer_code_1022,animal products-seafood,3,1.9607843137254901
customer_code_1022,fresh-fruits,9,5.88235294117647
customer_code_1022,fresh-vegetables,7,4.57516339869281
customer_code_1022,homeware-stationery,3,1.9607843137254901
customer_code_1022,household-baby_needs,1,0.6535947712418301
customer_code_1022,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1022,pet_products-pet_care,58,37.908496732026144
customer_code_1022,pet_products-pet_food,50,32.6797385620915
customer_code_1023,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1023,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1023,animal products-frozen_meat,11,7.18954248366013
customer_code_1023,animal products-seafood,3,1.9607843137254901
customer_code_1023,fresh-fruits,9,5.88235294117647
customer_code_1023,fresh-vegetables,7,4.57516339869281
customer_code_1023,homeware-stationery,3,1.9607843137254901
customer_code_1023,household-baby_needs,1,0.6535947712418301
customer_code_1023,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1023,pet_products-pet_care,62,40.52287581699346
customer_code_1023,pet_products-pet_food,46,30.065359477124183
customer_code_1024,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1024,Hygiene-beauty_and_personal_care,114,74.50980392156863
customer_code_1024,animal products-frozen_meat,11,7.18954248366013
customer_code_1024,animal products-seafood,3,1.9607843137254901
customer_code_1024,fresh-fruits,9,5.88235294117647
customer_code_1024,fresh-vegetables,7,4.57516339869281
customer_code_1024,homeware-stationery,3,1.9607843137254901
customer_code_1024,household-baby_needs,1,0.6535947712418301
customer_code_1024,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1025,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1025,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1025,animal products-frozen_meat,11,7.18954248366013
customer_code_1025,animal products-seafood,3,1.9607843137254901
customer_code_1025,fresh-fruits,9,5.88235294117647
customer_code_1025,fresh-vegetables,7,4.57516339869281
customer_code_1025,homeware-stationery,3,1.9607843137254901
customer_code_1025,household-baby_needs,1,0.6535947712418301
customer_code_1025,household-wellness_products,19,12.418300653594772
customer_code_1025,lifestyle-wellness_food,93,60.78431372549019
customer_code_1026,Hygiene-baby_needs,89,58.16993464052288
customer_code_1026,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1026,animal products-frozen_meat,11,7.18954248366013
customer_code_1026,animal products-seafood,3,1.9607843137254901
customer_code_1026,fresh-fruits,9,5.88235294117647
customer_code_1026,fresh-vegetables,7,4.57516339869281
customer_code_1026,homeware-stationery,3,1.9607843137254901
customer_code_1026,household-baby_needs,21,13.725490196078432
customer_code_1026,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1027,Hygiene-baby_needs,1,0.5555555555555556
customer_code_1027,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_1027,animal products-frozen_meat,11,6.111111111111111
customer_code_1027,animal products-seafood,3,1.6666666666666667
customer_code_1027,fresh-fruits,81,45.0
customer_code_1027,fresh-vegetables,70,38.88888888888889
customer_code_1027,homeware-stationery,3,1.6666666666666667
customer_code_1027,household-baby_needs,1,0.5555555555555556
customer_code_1027,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1028,Hygiene-baby_needs,1,0.5555555555555556
customer_code_1028,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_1028,animal products-frozen_meat,11,6.111111111111111
customer_code_1028,animal products-seafood,3,1.6666666666666667
customer_code_1028,fresh-fruits,80,44.44444444444444
customer_code_1028,fresh-vegetables,71,39.44444444444444
customer_code_1028,homeware-stationery,3,1.6666666666666667
customer_code_1028,household-baby_needs,1,0.5555555555555556
customer_code_1028,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1029,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1029,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1029,animal products-frozen_meat,11,7.18954248366013
customer_code_1029,animal products-seafood,3,1.9607843137254901
customer_code_1029,fresh-fruits,71,46.40522875816993
customer_code_1029,fresh-vegetables,53,34.64052287581699
customer_code_1029,homeware-stationery,3,1.9607843137254901
customer_code_1029,household-baby_needs,1,0.6535947712418301
customer_code_1029,lifestyle-wellness_food,4,2.6143790849673203
customer_code_103,Hygiene-baby_needs,1,0.5555555555555556
customer_code_103,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_103,animal products-frozen_meat,11,6.111111111111111
customer_code_103,animal products-seafood,3,1.6666666666666667
customer_code_103,fresh-fruits,67,37.22222222222222
customer_code_103,fresh-vegetables,84,46.666666666666664
customer_code_103,homeware-stationery,3,1.6666666666666667
customer_code_103,household-baby_needs,1,0.5555555555555556
customer_code_103,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1030,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1030,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1030,animal products-frozen_meat,11,7.18954248366013
customer_code_1030,animal products-seafood,3,1.9607843137254901
customer_code_1030,fresh-fruits,76,49.673202614379086
customer_code_1030,fresh-vegetables,48,31.372549019607842
customer_code_1030,homeware-stationery,3,1.9607843137254901
customer_code_1030,household-baby_needs,1,0.6535947712418301
customer_code_1030,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1031,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1031,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1031,animal products-frozen_meat,11,7.18954248366013
customer_code_1031,animal products-seafood,3,1.9607843137254901
customer_code_1031,fresh-fruits,70,45.751633986928105
customer_code_1031,fresh-vegetables,54,35.294117647058826
customer_code_1031,homeware-stationery,3,1.9607843137254901
customer_code_1031,household-baby_needs,1,0.6535947712418301
customer_code_1031,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1032,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1032,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1032,animal products-frozen_meat,11,7.18954248366013
customer_code_1032,animal products-seafood,3,1.9607843137254901
customer_code_1032,fresh-fruits,64,41.830065359477125
customer_code_1032,fresh-vegetables,60,39.21568627450981
customer_code_1032,homeware-stationery,3,1.9607843137254901
customer_code_1032,household-baby_needs,1,0.6535947712418301
customer_code_1032,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1033,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1033,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1033,animal products-frozen_meat,11,7.18954248366013
customer_code_1033,animal products-seafood,3,1.9607843137254901
customer_code_1033,fresh-fruits,80,52.28758169934641
customer_code_1033,fresh-vegetables,44,28.75816993464052
customer_code_1033,homeware-stationery,3,1.9607843137254901
customer_code_1033,household-baby_needs,1,0.6535947712418301
customer_code_1033,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1034,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1034,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1034,animal products-frozen_meat,11,7.18954248366013
customer_code_1034,animal products-seafood,3,1.9607843137254901
customer_code_1034,fresh-fruits,74,48.36601307189542
customer_code_1034,fresh-vegetables,50,32.6797385620915
customer_code_1034,homeware-stationery,3,1.9607843137254901
customer_code_1034,household-baby_needs,1,0.6535947712418301
customer_code_1034,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1035,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1035,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1035,animal products-frozen_meat,11,7.18954248366013
customer_code_1035,animal products-seafood,3,1.9607843137254901
customer_code_1035,fresh-fruits,69,45.09803921568628
customer_code_1035,fresh-vegetables,55,35.947712418300654
customer_code_1035,homeware-stationery,3,1.9607843137254901
customer_code_1035,household-baby_needs,1,0.6535947712418301
customer_code_1035,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1036,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1036,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1036,animal products-frozen_meat,11,7.18954248366013
customer_code_1036,animal products-seafood,3,1.9607843137254901
customer_code_1036,fresh-fruits,69,45.09803921568628
customer_code_1036,fresh-vegetables,55,35.947712418300654
customer_code_1036,homeware-stationery,3,1.9607843137254901
customer_code_1036,household-baby_needs,1,0.6535947712418301
customer_code_1036,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1037,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1037,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1037,animal products-frozen_meat,11,7.18954248366013
customer_code_1037,animal products-seafood,3,1.9607843137254901
customer_code_1037,fresh-fruits,72,47.05882352941176
customer_code_1037,fresh-vegetables,52,33.98692810457516
customer_code_1037,homeware-stationery,3,1.9607843137254901
customer_code_1037,household-baby_needs,1,0.6535947712418301
customer_code_1037,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1038,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1038,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1038,animal products-frozen_meat,11,7.18954248366013
customer_code_1038,animal products-seafood,3,1.9607843137254901
customer_code_1038,fresh-fruits,69,45.09803921568628
customer_code_1038,fresh-vegetables,55,35.947712418300654
customer_code_1038,homeware-stationery,3,1.9607843137254901
customer_code_1038,household-baby_needs,1,0.6535947712418301
customer_code_1038,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1039,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1039,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1039,animal products-frozen_meat,11,7.18954248366013
customer_code_1039,animal products-seafood,3,1.9607843137254901
customer_code_1039,fresh-fruits,67,43.790849673202615
customer_code_1039,fresh-vegetables,57,37.254901960784316
customer_code_1039,homeware-stationery,3,1.9607843137254901
customer_code_1039,household-baby_needs,1,0.6535947712418301
customer_code_1039,lifestyle-wellness_food,4,2.6143790849673203
customer_code_104,Hygiene-baby_needs,1,0.6535947712418301
customer_code_104,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_104,animal products-frozen_meat,11,7.18954248366013
customer_code_104,animal products-seafood,3,1.9607843137254901
customer_code_104,fresh-fruits,58,37.908496732026144
customer_code_104,fresh-vegetables,66,43.13725490196079
customer_code_104,homeware-stationery,3,1.9607843137254901
customer_code_104,household-baby_needs,1,0.6535947712418301
customer_code_104,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1040,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1040,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1040,animal products-dairy,108,70.58823529411765
customer_code_1040,animal products-frozen_meat,11,7.18954248366013
customer_code_1040,animal products-seafood,3,1.9607843137254901
customer_code_1040,fresh-fruits,9,5.88235294117647
customer_code_1040,fresh-vegetables,7,4.57516339869281
customer_code_1040,homeware-stationery,3,1.9607843137254901
customer_code_1040,household-baby_needs,1,0.6535947712418301
customer_code_1040,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1041,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1041,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1041,animal products-dairy,108,70.58823529411765
customer_code_1041,animal products-frozen_meat,11,7.18954248366013
customer_code_1041,animal products-seafood,3,1.9607843137254901
customer_code_1041,fresh-fruits,9,5.88235294117647
customer_code_1041,fresh-vegetables,7,4.57516339869281
customer_code_1041,homeware-stationery,3,1.9607843137254901
customer_code_1041,household-baby_needs,1,0.6535947712418301
customer_code_1041,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1042,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1042,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1042,animal products-dairy,108,70.58823529411765
customer_code_1042,animal products-frozen_meat,11,7.18954248366013
customer_code_1042,animal products-seafood,3,1.9607843137254901
customer_code_1042,fresh-fruits,9,5.88235294117647
customer_code_1042,fresh-vegetables,7,4.57516339869281
customer_code_1042,homeware-stationery,3,1.9607843137254901
customer_code_1042,household-baby_needs,1,0.6535947712418301
customer_code_1042,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1043,Hygiene-baby_needs,1,0.5555555555555556
customer_code_1043,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_1043,animal products-dairy,135,75.0
customer_code_1043,animal products-frozen_meat,11,6.111111111111111
customer_code_1043,animal products-seafood,3,1.6666666666666667
customer_code_1043,fresh-fruits,9,5.0
customer_code_1043,fresh-vegetables,7,3.888888888888889
customer_code_1043,homeware-stationery,3,1.6666666666666667
customer_code_1043,household-baby_needs,1,0.5555555555555556
customer_code_1043,lifestyle-wellness_food,4,2.2222222222222223
customer_code_1044,Hygiene-baby_needs,1,0.6535947712418301
customer_code_1044,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_1044,animal products-frozen_meat,63,41.17647058823529
customer_code_1044,animal products-seafood,59,38.56209150326798
customer_code_1044,fresh-fruits,9,5.88235294117647
customer_code_1044,fresh-vegetables,7,4.57516339869281
customer_code_1044,homeware-stationery,3,1.9607843137254901
customer_code_1044,household-baby_needs,1,0.6535947712418301
customer_code_1044,lifestyle-wellness_food,4,2.6143790849673203
customer_code_1045,Hygiene-baby_needs,1,0.5555555555555556
