customer_code,level_1,total_sales_quantity_breakdown
customer_code_1016,frozen_meat,6.38%
customer_code_1016,fruits,5.44%
customer_code_1016,seafood,1.26%
customer_code_1016,stationery,2.30%
customer_code_1016,vegetables,3.45%
customer_code_1016,wellness_food,2.09%
customer_code_1016,dairy,75.84%
customer_code_1016,pet_care,
customer_code_1016,pet_food,
customer_code_1016,wellness_products,
customer_code_1017,baby_needs,0.21%
customer_code_1017,beauty_and_personal_care,1.92%
customer_code_1017,frozen_meat,4.19%
customer_code_1017,fruits,3.57%
customer_code_1017,seafood,0.82%
customer_code_1017,stationery,1.51%
customer_code_1017,vegetables,2.27%
customer_code_1017,wellness_food,1.37%
customer_code_1017,dairy,84.12%
customer_code_1017,pet_care,
customer_code_1017,pet_food,
customer_code_1017,wellness_products,
customer_code_1018,baby_needs,0.37%
customer_code_1018,beauty_and_personal_care,3.42%
customer_code_1018,frozen_meat,41.56%
customer_code_1018,fruits,6.36%
customer_code_1018,seafood,39.12%
customer_code_1018,stationery,2.69%
customer_code_1018,vegetables,4.03%
customer_code_1018,wellness_food,2.44%
customer_code_1018,dairy,
customer_code_1018,pet_care,
customer_code_1018,pet_food,
customer_code_1018,wellness_products,
customer_code_1019,baby_needs,0.37%
customer_code_1019,beauty_and_personal_care,3.46%
customer_code_1019,frozen_meat,41.04%
customer_code_1019,fruits,6.43%
customer_code_1019,seafood,39.43%
customer_code_1019,stationery,2.72%
customer_code_1019,vegetables,4.08%
customer_code_1019,wellness_food,2.47%
customer_code_1019,dairy,
customer_code_1019,pet_care,
customer_code_1019,pet_food,
customer_code_1019,wellness_products,
customer_code_102,baby_needs,83.54%
customer_code_102,beauty_and_personal_care,2.02%
customer_code_102,frozen_meat,4.40%
customer_code_102,fruits,3.75%
customer_code_102,seafood,0.87%
customer_code_102,stationery,1.59%
customer_code_102,vegetables,2.38%
customer_code_102,wellness_food,1.44%
customer_code_102,dairy,
customer_code_102,pet_care,
customer_code_102,pet_food,
customer_code_102,wellness_products,
customer_code_1020,baby_needs,0.11%
customer_code_1020,beauty_and_personal_care,1.03%
customer_code_1020,frozen_meat,47.24%
customer_code_1020,fruits,1.90%
customer_code_1020,seafood,46.98%
customer_code_1020,stationery,0.81%
customer_code_1020,vegetables,1.21%
customer_code_1020,wellness_food,0.73%
customer_code_1020,dairy,
customer_code_1020,pet_care,
customer_code_1020,pet_food,
customer_code_1020,wellness_products,
customer_code_1021,baby_needs,0.51%
customer_code_1021,beauty_and_personal_care,4.74%
customer_code_1021,frozen_meat,10.32%
customer_code_1021,fruits,8.80%
customer_code_1021,seafood,2.03%
customer_code_1021,stationery,3.72%
customer_code_1021,vegetables,5.58%
customer_code_1021,wellness_food,3.38%
customer_code_1021,dairy,
customer_code_1021,pet_care,39.76%
customer_code_1021,pet_food,21.15%
customer_code_1021,wellness_products,
customer_code_1022,baby_needs,0.48%
customer_code_1022,beauty_and_personal_care,4.52%
customer_code_1022,frozen_meat,9.85%
customer_code_1022,fruits,8.40%
customer_code_1022,seafood,1.94%
customer_code_1022,stationery,3.55%
customer_code_1022,vegetables,5.33%
customer_code_1022,wellness_food,3.23%
customer_code_1022,dairy,
customer_code_1022,pet_care,31.34%
customer_code_1022,pet_food,31.34%
customer_code_1022,wellness_products,
customer_code_1023,baby_needs,0.50%
customer_code_1023,beauty_and_personal_care,4.64%
customer_code_1023,frozen_meat,10.10%
customer_code_1023,fruits,8.61%
customer_code_1023,seafood,1.99%
customer_code_1023,stationery,3.64%
customer_code_1023,vegetables,5.46%
customer_code_1023,wellness_food,3.31%
customer_code_1023,dairy,
customer_code_1023,pet_care,36.75%
customer_code_1023,pet_food,25.00%
customer_code_1023,wellness_products,
customer_code_1024,baby_needs,0.22%
customer_code_1024,beauty_and_personal_care,84.83%
customer_code_1024,frozen_meat,4.56%
customer_code_1024,fruits,3.89%
customer_code_1024,seafood,0.90%
customer_code_1024,stationery,1.64%
customer_code_1024,vegetables,2.47%
customer_code_1024,wellness_food,1.49%
customer_code_1024,dairy,
customer_code_1024,pet_care,
customer_code_1024,pet_food,
customer_code_1024,wellness_products,
customer_code_1025,baby_needs,0.19%
customer_code_1025,beauty_and_personal_care,1.80%
customer_code_1025,frozen_meat,3.92%
customer_code_1025,fruits,3.34%
customer_code_1025,seafood,0.77%
customer_code_1025,stationery,1.41%
customer_code_1025,vegetables,2.12%
customer_code_1025,wellness_food,74.36%
customer_code_1025,dairy,
customer_code_1025,pet_care,
customer_code_1025,pet_food,
customer_code_1025,wellness_products,12.08%
customer_code_1026,baby_needs,84.74%
customer_code_1026,beauty_and_personal_care,1.87%
customer_code_1026,frozen_meat,4.08%
customer_code_1026,fruits,3.48%
customer_code_1026,seafood,0.80%
customer_code_1026,stationery,1.47%
customer_code_1026,vegetables,2.21%
customer_code_1026,wellness_food,1.34%
customer_code_1026,dairy,
customer_code_1026,pet_care,
customer_code_1026,pet_food,
customer_code_1026,wellness_products,
customer_code_1027,baby_needs,0.16%
customer_code_1027,beauty_and_personal_care,1.48%
customer_code_1027,frozen_meat,3.22%
customer_code_1027,fruits,50.16%
customer_code_1027,seafood,0.63%
customer_code_1027,stationery,1.16%
customer_code_1027,vegetables,42.12%
customer_code_1027,wellness_food,1.06%
customer_code_1027,dairy,
customer_code_1027,pet_care,
customer_code_1027,pet_food,
customer_code_1027,wellness_products,
customer_code_1028,baby_needs,0.15%
customer_code_1028,beauty_and_personal_care,1.43%
customer_code_1028,frozen_meat,3.11%
customer_code_1028,fruits,52.73%
customer_code_1028,seafood,0.61%
customer_code_1028,stationery,1.12%
customer_code_1028,vegetables,39.82%
customer_code_1028,wellness_food,1.02%
customer_code_1028,dairy,
customer_code_1028,pet_care,
customer_code_1028,pet_food,
customer_code_1028,wellness_products,
customer_code_1029,baby_needs,0.63%
customer_code_1029,beauty_and_personal_care,5.91%
customer_code_1029,frozen_meat,12.87%
customer_code_1029,fruits,43.46%
customer_code_1029,seafood,2.53%
customer_code_1029,stationery,4.64%
customer_code_1029,vegetables,25.74%
customer_code_1029,wellness_food,4.22%
customer_code_1029,dairy,
customer_code_1029,pet_care,
customer_code_1029,pet_food,
customer_code_1029,wellness_products,
customer_code_103,baby_needs,0.14%
customer_code_103,beauty_and_personal_care,1.32%
customer_code_103,frozen_meat,2.87%
customer_code_103,fruits,43.26%
customer_code_103,seafood,0.56%
customer_code_103,stationery,1.03%
customer_code_103,vegetables,49.88%
customer_code_103,wellness_food,0.94%
customer_code_103,dairy,
customer_code_103,pet_care,
customer_code_103,pet_food,
customer_code_103,wellness_products,
customer_code_1030,baby_needs,0.62%
customer_code_1030,beauty_and_personal_care,5.79%
customer_code_1030,frozen_meat,12.60%
customer_code_1030,fruits,45.04%
customer_code_1030,seafood,2.48%
customer_code_1030,stationery,4.55%
customer_code_1030,vegetables,24.79%
customer_code_1030,wellness_food,4.13%
customer_code_1030,dairy,
customer_code_1030,pet_care,
customer_code_1030,pet_food,
customer_code_1030,wellness_products,
customer_code_1031,baby_needs,0.64%
customer_code_1031,beauty_and_personal_care,5.94%
customer_code_1031,frozen_meat,12.95%
customer_code_1031,fruits,40.13%
customer_code_1031,seafood,2.55%
customer_code_1031,stationery,4.67%
customer_code_1031,vegetables,28.87%
customer_code_1031,wellness_food,4.25%
customer_code_1031,dairy,
customer_code_1031,pet_care,
customer_code_1031,pet_food,
customer_code_1031,wellness_products,
customer_code_1032,baby_needs,0.61%
customer_code_1032,beauty_and_personal_care,5.66%
customer_code_1032,frozen_meat,12.32%
customer_code_1032,fruits,37.17%
customer_code_1032,seafood,2.42%
customer_code_1032,stationery,4.44%
customer_code_1032,vegetables,33.33%
customer_code_1032,wellness_food,4.04%
customer_code_1032,dairy,
customer_code_1032,pet_care,
customer_code_1032,pet_food,
customer_code_1032,wellness_products,
customer_code_1033,baby_needs,0.61%
customer_code_1033,beauty_and_personal_care,5.69%
customer_code_1033,frozen_meat,12.40%
customer_code_1033,fruits,46.14%
customer_code_1033,seafood,2.44%
customer_code_1033,stationery,4.47%
customer_code_1033,vegetables,24.19%
customer_code_1033,wellness_food,4.07%
customer_code_1033,dairy,
customer_code_1033,pet_care,
customer_code_1033,pet_food,
customer_code_1033,wellness_products,
customer_code_1034,baby_needs,0.62%
customer_code_1034,beauty_and_personal_care,5.75%
customer_code_1034,frozen_meat,12.53%
customer_code_1034,fruits,41.89%
customer_code_1034,seafood,2.46%
customer_code_1034,stationery,4.52%
customer_code_1034,vegetables,28.13%
customer_code_1034,wellness_food,4.11%
customer_code_1034,dairy,
customer_code_1034,pet_care,
customer_code_1034,pet_food,
customer_code_1034,wellness_products,
customer_code_1035,baby_needs,0.28%
customer_code_1035,beauty_and_personal_care,2.62%
customer_code_1035,frozen_meat,5.72%
customer_code_1035,fruits,46.11%
customer_code_1035,seafood,1.12%
customer_code_1035,stationery,2.06%
customer_code_1035,vegetables,40.21%
customer_code_1035,wellness_food,1.87%
customer_code_1035,dairy,
customer_code_1035,pet_care,
customer_code_1035,pet_food,
customer_code_1035,wellness_products,
customer_code_1036,baby_needs,0.28%
customer_code_1036,beauty_and_personal_care,2.58%
customer_code_1036,frozen_meat,5.62%
customer_code_1036,fruits,50.23%
customer_code_1036,seafood,1.11%
customer_code_1036,stationery,2.03%
customer_code_1036,vegetables,36.31%
customer_code_1036,wellness_food,1.84%
customer_code_1036,dairy,
customer_code_1036,pet_care,
customer_code_1036,pet_food,
customer_code_1036,wellness_products,
customer_code_1037,baby_needs,0.32%
customer_code_1037,beauty_and_personal_care,3.03%
customer_code_1037,frozen_meat,6.60%
customer_code_1037,fruits,47.51%
customer_code_1037,seafood,1.30%
customer_code_1037,stationery,2.38%
customer_code_1037,vegetables,36.69%
customer_code_1037,wellness_food,2.16%
customer_code_1037,dairy,
customer_code_1037,pet_care,
customer_code_1037,pet_food,
customer_code_1037,wellness_products,
customer_code_1038,baby_needs,0.26%
customer_code_1038,beauty_and_personal_care,2.45%
customer_code_1038,frozen_meat,5.34%
customer_code_1038,fruits,48.73%
customer_code_1038,seafood,1.05%
customer_code_1038,stationery,1.92%
customer_code_1038,vegetables,38.50%
customer_code_1038,wellness_food,1.75%
customer_code_1038,dairy,
customer_code_1038,pet_care,
customer_code_1038,pet_food,
customer_code_1038,wellness_products,
customer_code_1039,baby_needs,0.33%
customer_code_1039,beauty_and_personal_care,3.12%
customer_code_1039,frozen_meat,6.81%
customer_code_1039,fruits,47.10%
customer_code_1039,seafood,1.34%
customer_code_1039,stationery,2.46%
customer_code_1039,vegetables,36.61%
customer_code_1039,wellness_food,2.23%
customer_code_1039,dairy,
customer_code_1039,pet_care,
customer_code_1039,pet_food,
customer_code_1039,wellness_products,
customer_code_104,baby_needs,0.59%
customer_code_104,beauty_and_personal_care,5.50%
customer_code_104,frozen_meat,11.98%
customer_code_104,fruits,34.77%
customer_code_104,seafood,2.36%
customer_code_104,stationery,4.32%
customer_code_104,vegetables,36.54%
customer_code_104,wellness_food,3.93%
customer_code_104,dairy,
customer_code_104,pet_care,
customer_code_104,pet_food,
customer_code_104,wellness_products,
customer_code_1040,baby_needs,0.29%
customer_code_1040,beauty_and_personal_care,2.68%
customer_code_1040,frozen_meat,5.85%
customer_code_1040,fruits,4.99%
customer_code_1040,seafood,1.15%
customer_code_1040,stationery,2.11%
customer_code_1040,vegetables,3.16%
customer_code_1040,wellness_food,1.92%
customer_code_1040,dairy,77.85%
customer_code_1040,pet_care,
customer_code_1040,pet_food,
customer_code_1040,wellness_products,
customer_code_1041,baby_needs,0.26%
customer_code_1041,beauty_and_personal_care,2.45%
customer_code_1041,frozen_meat,5.34%
customer_code_1041,fruits,4.55%
customer_code_1041,seafood,1.05%
customer_code_1041,stationery,1.92%
customer_code_1041,vegetables,2.89%
customer_code_1041,wellness_food,1.75%
customer_code_1041,dairy,79.79%
customer_code_1041,pet_care,
customer_code_1041,pet_food,
customer_code_1041,wellness_products,
customer_code_1042,baby_needs,0.31%
customer_code_1042,beauty_and_personal_care,2.88%
customer_code_1042,frozen_meat,6.28%
customer_code_1042,fruits,5.35%
customer_code_1042,seafood,1.23%
customer_code_1042,stationery,2.26%
customer_code_1042,vegetables,3.40%
customer_code_1042,wellness_food,2.06%
customer_code_1042,dairy,76.23%
customer_code_1042,pet_care,
customer_code_1042,pet_food,
customer_code_1042,wellness_products,
customer_code_1043,baby_needs,0.20%
customer_code_1043,beauty_and_personal_care,1.83%
customer_code_1043,frozen_meat,3.98%
customer_code_1043,fruits,3.40%
customer_code_1043,seafood,0.78%
customer_code_1043,stationery,1.44%
customer_code_1043,vegetables,2.16%
customer_code_1043,wellness_food,1.31%
customer_code_1043,dairy,84.91%
customer_code_1043,pet_care,
customer_code_1043,pet_food,
customer_code_1043,wellness_products,
customer_code_1044,baby_needs,0.35%
customer_code_1044,beauty_and_personal_care,3.25%
customer_code_1044,frozen_meat,37.17%
customer_code_1044,fruits,6.04%
customer_code_1044,seafood,44.48%
customer_code_1044,stationery,2.56%
customer_code_1044,vegetables,3.83%
customer_code_1044,wellness_food,2.32%
customer_code_1044,dairy,
customer_code_1044,pet_care,
customer_code_1044,pet_food,
customer_code_1044,wellness_products,
customer_code_1045,baby_needs,0.12%
customer_code_1045,beauty_and_personal_care,1.12%
customer_code_1045,frozen_meat,41.99%
customer_code_1045,fruits,2.08%
customer_code_1045,seafood,51.70%
customer_code_1045,stationery,0.88%
customer_code_1045,vegetables,1.32%
customer_code_1045,wellness_food,0.80%
customer_code_1045,dairy,
customer_code_1045,pet_care,
customer_code_1045,pet_food,
customer_code_1045,wellness_products,
customer_code_1046,baby_needs,0.11%
customer_code_1046,beauty_and_personal_care,1.01%
customer_code_1046,frozen_meat,43.54%
customer_code_1046,fruits,1.88%
customer_code_1046,seafood,50.74%
customer_code_1046,stationery,0.80%
customer_code_1046,vegetables,1.19%
customer_code_1046,wellness_food,0.72%
customer_code_1046,dairy,
customer_code_1046,pet_care,
customer_code_1046,pet_food,
customer_code_1046,wellness_products,
customer_code_1047,baby_needs,0.49%
customer_code_1047,beauty_and_personal_care,4.61%
customer_code_1047,frozen_meat,10.05%
customer_code_1047,fruits,8.57%
customer_code_1047,seafood,1.98%
customer_code_1047,stationery,3.62%
customer_code_1047,vegetables,5.44%
customer_code_1047,wellness_food,3.29%
customer_code_1047,dairy,
customer_code_1047,pet_care,40.20%
customer_code_1047,pet_food,21.75%
customer_code_1047,wellness_products,
customer_code_1048,baby_needs,0.48%
customer_code_1048,beauty_and_personal_care,4.47%
customer_code_1048,frozen_meat,9.74%
customer_code_1048,fruits,8.31%
customer_code_1048,seafood,1.92%
customer_code_1048,stationery,3.51%
customer_code_1048,vegetables,5.27%
customer_code_1048,wellness_food,3.19%
customer_code_1048,dairy,
customer_code_1048,pet_care,40.10%
customer_code_1048,pet_food,23.00%
customer_code_1048,wellness_products,
customer_code_1049,baby_needs,0.50%
customer_code_1049,beauty_and_personal_care,4.63%
customer_code_1049,frozen_meat,10.08%
customer_code_1049,fruits,8.60%
customer_code_1049,seafood,1.98%
customer_code_1049,stationery,3.64%
customer_code_1049,vegetables,5.45%
customer_code_1049,wellness_food,3.31%
customer_code_1049,dairy,
customer_code_1049,pet_care,39.17%
customer_code_1049,pet_food,22.64%
customer_code_1049,wellness_products,
customer_code_105,baby_needs,0.61%
customer_code_105,beauty_and_personal_care,5.66%
customer_code_105,frozen_meat,12.32%
customer_code_105,fruits,35.35%
customer_code_105,seafood,2.42%
customer_code_105,stationery,4.44%
customer_code_105,vegetables,35.15%
customer_code_105,wellness_food,4.04%
customer_code_105,dairy,
customer_code_105,pet_care,
customer_code_105,pet_food,
customer_code_105,wellness_products,
customer_code_1050,baby_needs,0.21%
customer_code_1050,beauty_and_personal_care,85.88%
customer_code_1050,frozen_meat,4.24%
customer_code_1050,fruits,3.62%
customer_code_1050,seafood,0.83%
customer_code_1050,stationery,1.53%
customer_code_1050,vegetables,2.29%
customer_code_1050,wellness_food,1.39%
customer_code_1050,dairy,
customer_code_1050,pet_care,
customer_code_1050,pet_food,
customer_code_1050,wellness_products,
customer_code_1051,baby_needs,0.22%
customer_code_1051,beauty_and_personal_care,2.04%
customer_code_1051,frozen_meat,4.45%
customer_code_1051,fruits,3.80%
customer_code_1051,seafood,0.88%
customer_code_1051,stationery,1.61%
customer_code_1051,vegetables,2.41%
customer_code_1051,wellness_food,64.01%
customer_code_1051,dairy,
customer_code_1051,pet_care,
customer_code_1051,pet_food,
customer_code_1051,wellness_products,20.58%
customer_code_1052,baby_needs,85.89%
customer_code_1052,beauty_and_personal_care,1.73%
customer_code_1052,frozen_meat,3.77%
customer_code_1052,fruits,3.22%
customer_code_1052,seafood,0.74%
customer_code_1052,stationery,1.36%
customer_code_1052,vegetables,2.04%
customer_code_1052,wellness_food,1.24%
customer_code_1052,dairy,
customer_code_1052,pet_care,
customer_code_1052,pet_food,
customer_code_1052,wellness_products,
customer_code_1053,baby_needs,85.10%
customer_code_1053,beauty_and_personal_care,1.83%
customer_code_1053,frozen_meat,3.99%
customer_code_1053,fruits,3.40%
customer_code_1053,seafood,0.78%
customer_code_1053,stationery,1.44%
customer_code_1053,vegetables,2.16%
customer_code_1053,wellness_food,1.31%
customer_code_1053,dairy,
customer_code_1053,pet_care,
customer_code_1053,pet_food,
customer_code_1053,wellness_products,
customer_code_1054,baby_needs,0.59%
customer_code_1054,beauty_and_personal_care,5.54%
customer_code_1054,frozen_meat,12.08%
customer_code_1054,fruits,40.79%
customer_code_1054,seafood,2.38%
customer_code_1054,stationery,4.36%
customer_code_1054,vegetables,30.30%
customer_code_1054,wellness_food,3.96%
customer_code_1054,dairy,
customer_code_1054,pet_care,
customer_code_1054,pet_food,
customer_code_1054,wellness_products,
customer_code_1055,baby_needs,0.60%
customer_code_1055,beauty_and_personal_care,5.56%
customer_code_1055,frozen_meat,12.10%
customer_code_1055,fruits,41.87%
customer_code_1055,seafood,2.38%
customer_code_1055,stationery,4.37%
customer_code_1055,vegetables,29.17%
customer_code_1055,wellness_food,3.97%
customer_code_1055,dairy,
customer_code_1055,pet_care,
customer_code_1055,pet_food,
customer_code_1055,wellness_products,
customer_code_1056,baby_needs,0.60%
customer_code_1056,beauty_and_personal_care,5.60%
customer_code_1056,frozen_meat,12.20%
customer_code_1056,fruits,40.20%
customer_code_1056,seafood,2.40%
customer_code_1056,stationery,4.40%
customer_code_1056,vegetables,30.60%
customer_code_1056,wellness_food,4.00%
customer_code_1056,dairy,
customer_code_1056,pet_care,
customer_code_1056,pet_food,
customer_code_1056,wellness_products,
customer_code_1057,baby_needs,0.32%
customer_code_1057,beauty_and_personal_care,2.94%
customer_code_1057,frozen_meat,6.41%
customer_code_1057,fruits,42.75%
customer_code_1057,seafood,1.26%
customer_code_1057,stationery,2.31%
customer_code_1057,vegetables,41.91%
customer_code_1057,wellness_food,2.10%
customer_code_1057,dairy,
customer_code_1057,pet_care,
customer_code_1057,pet_food,
customer_code_1057,wellness_products,
customer_code_1058,baby_needs,0.28%
customer_code_1058,beauty_and_personal_care,2.61%
customer_code_1058,frozen_meat,5.68%
customer_code_1058,fruits,46.93%
customer_code_1058,seafood,1.12%
customer_code_1058,stationery,2.05%
customer_code_1058,vegetables,39.48%
customer_code_1058,wellness_food,1.86%
customer_code_1058,dairy,
customer_code_1058,pet_care,
customer_code_1058,pet_food,
customer_code_1058,wellness_products,
customer_code_1059,baby_needs,0.28%
customer_code_1059,beauty_and_personal_care,2.58%
customer_code_1059,frozen_meat,5.62%
customer_code_1059,fruits,44.84%
