customer_code,level_1,total_sales_quantity_breakdown
customer_code_1005,fresh-fruits,48.69%
customer_code_1005,fresh-vegetables,37.12%
customer_code_1005,homeware-stationery,2.14%
customer_code_1005,household-baby_needs,0.10%
customer_code_1005,lifestyle-wellness_food,1.94%
customer_code_1005,animal products-dairy,
customer_code_1005,pet_products-pet_care,
customer_code_1005,pet_products-pet_food,
customer_code_1005,household-wellness_products,
customer_code_1006,Hygiene-baby_needs,0.21%
customer_code_1006,Hygiene-beauty_and_personal_care,2.94%
customer_code_1006,animal products-frozen_meat,6.39%
customer_code_1006,animal products-seafood,1.26%
customer_code_1006,fresh-fruits,43.29%
customer_code_1006,fresh-vegetables,41.40%
customer_code_1006,homeware-stationery,2.31%
customer_code_1006,household-baby_needs,0.10%
customer_code_1006,lifestyle-wellness_food,2.10%
customer_code_1006,animal products-dairy,
customer_code_1006,pet_products-pet_care,
customer_code_1006,pet_products-pet_food,
customer_code_1006,household-wellness_products,
customer_code_1007,Hygiene-baby_needs,0.20%
customer_code_1007,Hygiene-beauty_and_personal_care,2.73%
customer_code_1007,animal products-frozen_meat,5.95%
customer_code_1007,animal products-seafood,1.17%
customer_code_1007,fresh-fruits,5.07%
customer_code_1007,fresh-vegetables,3.22%
customer_code_1007,homeware-stationery,2.15%
customer_code_1007,household-baby_needs,0.10%
customer_code_1007,lifestyle-wellness_food,1.95%
customer_code_1007,animal products-dairy,77.46%
customer_code_1007,pet_products-pet_care,
customer_code_1007,pet_products-pet_food,
customer_code_1007,household-wellness_products,
customer_code_1008,Hygiene-baby_needs,0.22%
customer_code_1008,Hygiene-beauty_and_personal_care,3.02%
customer_code_1008,animal products-frozen_meat,42.55%
customer_code_1008,animal products-seafood,40.39%
customer_code_1008,fresh-fruits,5.62%
customer_code_1008,fresh-vegetables,3.56%
customer_code_1008,homeware-stationery,2.38%
customer_code_1008,household-baby_needs,0.11%
customer_code_1008,lifestyle-wellness_food,2.16%
customer_code_1008,animal products-dairy,
customer_code_1008,pet_products-pet_care,
customer_code_1008,pet_products-pet_food,
customer_code_1008,household-wellness_products,
customer_code_1009,Hygiene-baby_needs,0.23%
customer_code_1009,Hygiene-beauty_and_personal_care,3.23%
customer_code_1009,animal products-frozen_meat,42.79%
customer_code_1009,animal products-seafood,38.99%
customer_code_1009,fresh-fruits,6.00%
customer_code_1009,fresh-vegetables,3.81%
customer_code_1009,homeware-stationery,2.54%
customer_code_1009,household-baby_needs,0.12%
customer_code_1009,lifestyle-wellness_food,2.31%
customer_code_1009,animal products-dairy,
customer_code_1009,pet_products-pet_care,
customer_code_1009,pet_products-pet_food,
customer_code_1009,household-wellness_products,
customer_code_101,Hygiene-baby_needs,0.15%
customer_code_101,Hygiene-beauty_and_personal_care,84.75%
customer_code_101,animal products-frozen_meat,4.58%
customer_code_101,animal products-seafood,0.90%
customer_code_101,fresh-fruits,3.91%
customer_code_101,fresh-vegetables,2.48%
customer_code_101,homeware-stationery,1.65%
customer_code_101,household-baby_needs,0.08%
customer_code_101,lifestyle-wellness_food,1.50%
customer_code_101,animal products-dairy,
customer_code_101,pet_products-pet_care,
customer_code_101,pet_products-pet_food,
customer_code_101,household-wellness_products,
customer_code_1010,Hygiene-baby_needs,0.22%
customer_code_1010,Hygiene-beauty_and_personal_care,3.14%
customer_code_1010,animal products-frozen_meat,49.66%
customer_code_1010,animal products-seafood,32.62%
customer_code_1010,fresh-fruits,5.83%
customer_code_1010,fresh-vegetables,3.70%
customer_code_1010,homeware-stationery,2.47%
customer_code_1010,household-baby_needs,0.11%
customer_code_1010,lifestyle-wellness_food,2.24%
customer_code_1010,animal products-dairy,
customer_code_1010,pet_products-pet_care,
customer_code_1010,pet_products-pet_food,
customer_code_1010,household-wellness_products,
customer_code_1011,Hygiene-baby_needs,0.33%
customer_code_1011,Hygiene-beauty_and_personal_care,4.62%
customer_code_1011,animal products-frozen_meat,10.07%
customer_code_1011,animal products-seafood,1.98%
customer_code_1011,fresh-fruits,8.58%
customer_code_1011,fresh-vegetables,5.45%
customer_code_1011,homeware-stationery,3.63%
customer_code_1011,household-baby_needs,0.17%
customer_code_1011,lifestyle-wellness_food,3.30%
customer_code_1011,animal products-dairy,
customer_code_1011,pet_products-pet_care,34.65%
customer_code_1011,pet_products-pet_food,27.23%
customer_code_1011,household-wellness_products,
customer_code_1012,Hygiene-baby_needs,0.14%
customer_code_1012,Hygiene-beauty_and_personal_care,86.25%
customer_code_1012,animal products-frozen_meat,4.13%
customer_code_1012,animal products-seafood,0.81%
customer_code_1012,fresh-fruits,3.52%
customer_code_1012,fresh-vegetables,2.24%
customer_code_1012,homeware-stationery,1.49%
customer_code_1012,household-baby_needs,0.07%
customer_code_1012,lifestyle-wellness_food,1.36%
customer_code_1012,animal products-dairy,
customer_code_1012,pet_products-pet_care,
customer_code_1012,pet_products-pet_food,
customer_code_1012,household-wellness_products,
customer_code_1013,Hygiene-baby_needs,70.51%
customer_code_1013,Hygiene-beauty_and_personal_care,2.08%
customer_code_1013,animal products-frozen_meat,4.53%
customer_code_1013,animal products-seafood,0.89%
customer_code_1013,fresh-fruits,3.86%
customer_code_1013,fresh-vegetables,2.45%
customer_code_1013,homeware-stationery,1.63%
customer_code_1013,household-baby_needs,12.56%
customer_code_1013,lifestyle-wellness_food,1.49%
customer_code_1013,animal products-dairy,
customer_code_1013,pet_products-pet_care,
customer_code_1013,pet_products-pet_food,
customer_code_1013,household-wellness_products,
customer_code_1014,Hygiene-baby_needs,71.23%
customer_code_1014,Hygiene-beauty_and_personal_care,1.90%
customer_code_1014,animal products-frozen_meat,4.13%
customer_code_1014,animal products-seafood,0.81%
customer_code_1014,fresh-fruits,3.52%
customer_code_1014,fresh-vegetables,2.23%
customer_code_1014,homeware-stationery,1.49%
customer_code_1014,household-baby_needs,13.34%
customer_code_1014,lifestyle-wellness_food,1.35%
customer_code_1014,animal products-dairy,
customer_code_1014,pet_products-pet_care,
customer_code_1014,pet_products-pet_food,
customer_code_1014,household-wellness_products,
customer_code_1015,Hygiene-baby_needs,0.41%
customer_code_1015,Hygiene-beauty_and_personal_care,5.71%
customer_code_1015,animal products-frozen_meat,12.45%
customer_code_1015,animal products-seafood,2.45%
customer_code_1015,fresh-fruits,39.59%
customer_code_1015,fresh-vegetables,30.61%
customer_code_1015,homeware-stationery,4.49%
customer_code_1015,household-baby_needs,0.20%
customer_code_1015,lifestyle-wellness_food,4.08%
customer_code_1015,animal products-dairy,
customer_code_1015,pet_products-pet_care,
customer_code_1015,pet_products-pet_food,
customer_code_1015,household-wellness_products,
customer_code_1016,Hygiene-baby_needs,0.21%
customer_code_1016,Hygiene-beauty_and_personal_care,2.93%
customer_code_1016,animal products-frozen_meat,6.38%
customer_code_1016,animal products-seafood,1.26%
customer_code_1016,fresh-fruits,5.44%
customer_code_1016,fresh-vegetables,3.45%
customer_code_1016,homeware-stationery,2.30%
customer_code_1016,household-baby_needs,0.10%
customer_code_1016,lifestyle-wellness_food,2.09%
customer_code_1016,animal products-dairy,75.84%
customer_code_1016,pet_products-pet_care,
customer_code_1016,pet_products-pet_food,
customer_code_1016,household-wellness_products,
customer_code_1017,Hygiene-baby_needs,0.14%
customer_code_1017,Hygiene-beauty_and_personal_care,1.92%
customer_code_1017,animal products-frozen_meat,4.19%
customer_code_1017,animal products-seafood,0.82%
customer_code_1017,fresh-fruits,3.57%
customer_code_1017,fresh-vegetables,2.27%
customer_code_1017,homeware-stationery,1.51%
customer_code_1017,household-baby_needs,0.07%
customer_code_1017,lifestyle-wellness_food,1.37%
customer_code_1017,animal products-dairy,84.12%
customer_code_1017,pet_products-pet_care,
customer_code_1017,pet_products-pet_food,
customer_code_1017,household-wellness_products,
customer_code_1018,Hygiene-baby_needs,0.24%
customer_code_1018,Hygiene-beauty_and_personal_care,3.42%
customer_code_1018,animal products-frozen_meat,41.56%
customer_code_1018,animal products-seafood,39.12%
customer_code_1018,fresh-fruits,6.36%
customer_code_1018,fresh-vegetables,4.03%
customer_code_1018,homeware-stationery,2.69%
customer_code_1018,household-baby_needs,0.12%
customer_code_1018,lifestyle-wellness_food,2.44%
customer_code_1018,animal products-dairy,
customer_code_1018,pet_products-pet_care,
customer_code_1018,pet_products-pet_food,
customer_code_1018,household-wellness_products,
customer_code_1019,Hygiene-baby_needs,0.25%
customer_code_1019,Hygiene-beauty_and_personal_care,3.46%
customer_code_1019,animal products-frozen_meat,41.04%
customer_code_1019,animal products-seafood,39.43%
customer_code_1019,fresh-fruits,6.43%
customer_code_1019,fresh-vegetables,4.08%
customer_code_1019,homeware-stationery,2.72%
customer_code_1019,household-baby_needs,0.12%
customer_code_1019,lifestyle-wellness_food,2.47%
customer_code_1019,animal products-dairy,
customer_code_1019,pet_products-pet_care,
customer_code_1019,pet_products-pet_food,
customer_code_1019,household-wellness_products,
customer_code_102,Hygiene-baby_needs,69.68%
customer_code_102,Hygiene-beauty_and_personal_care,2.02%
customer_code_102,animal products-frozen_meat,4.40%
customer_code_102,animal products-seafood,0.87%
customer_code_102,fresh-fruits,3.75%
customer_code_102,fresh-vegetables,2.38%
customer_code_102,homeware-stationery,1.59%
customer_code_102,household-baby_needs,13.86%
customer_code_102,lifestyle-wellness_food,1.44%
customer_code_102,animal products-dairy,
customer_code_102,pet_products-pet_care,
customer_code_102,pet_products-pet_food,
customer_code_102,household-wellness_products,
customer_code_1020,Hygiene-baby_needs,0.07%
customer_code_1020,Hygiene-beauty_and_personal_care,1.03%
customer_code_1020,animal products-frozen_meat,47.24%
customer_code_1020,animal products-seafood,46.98%
customer_code_1020,fresh-fruits,1.90%
customer_code_1020,fresh-vegetables,1.21%
customer_code_1020,homeware-stationery,0.81%
customer_code_1020,household-baby_needs,0.04%
customer_code_1020,lifestyle-wellness_food,0.73%
customer_code_1020,animal products-dairy,
customer_code_1020,pet_products-pet_care,
customer_code_1020,pet_products-pet_food,
customer_code_1020,household-wellness_products,
customer_code_1021,Hygiene-baby_needs,0.34%
customer_code_1021,Hygiene-beauty_and_personal_care,4.74%
customer_code_1021,animal products-frozen_meat,10.32%
customer_code_1021,animal products-seafood,2.03%
customer_code_1021,fresh-fruits,8.80%
customer_code_1021,fresh-vegetables,5.58%
customer_code_1021,homeware-stationery,3.72%
customer_code_1021,household-baby_needs,0.17%
customer_code_1021,lifestyle-wellness_food,3.38%
customer_code_1021,animal products-dairy,
customer_code_1021,pet_products-pet_care,39.76%
customer_code_1021,pet_products-pet_food,21.15%
customer_code_1021,household-wellness_products,
customer_code_1022,Hygiene-baby_needs,0.32%
customer_code_1022,Hygiene-beauty_and_personal_care,4.52%
customer_code_1022,animal products-frozen_meat,9.85%
customer_code_1022,animal products-seafood,1.94%
customer_code_1022,fresh-fruits,8.40%
customer_code_1022,fresh-vegetables,5.33%
customer_code_1022,homeware-stationery,3.55%
customer_code_1022,household-baby_needs,0.16%
customer_code_1022,lifestyle-wellness_food,3.23%
customer_code_1022,animal products-dairy,
customer_code_1022,pet_products-pet_care,31.34%
customer_code_1022,pet_products-pet_food,31.34%
customer_code_1022,household-wellness_products,
customer_code_1023,Hygiene-baby_needs,0.33%
customer_code_1023,Hygiene-beauty_and_personal_care,4.64%
customer_code_1023,animal products-frozen_meat,10.10%
customer_code_1023,animal products-seafood,1.99%
customer_code_1023,fresh-fruits,8.61%
customer_code_1023,fresh-vegetables,5.46%
customer_code_1023,homeware-stationery,3.64%
customer_code_1023,household-baby_needs,0.17%
customer_code_1023,lifestyle-wellness_food,3.31%
customer_code_1023,animal products-dairy,
customer_code_1023,pet_products-pet_care,36.75%
customer_code_1023,pet_products-pet_food,25.00%
customer_code_1023,household-wellness_products,
customer_code_1024,Hygiene-baby_needs,0.15%
customer_code_1024,Hygiene-beauty_and_personal_care,84.83%
customer_code_1024,animal products-frozen_meat,4.56%
customer_code_1024,animal products-seafood,0.90%
customer_code_1024,fresh-fruits,3.89%
customer_code_1024,fresh-vegetables,2.47%
customer_code_1024,homeware-stationery,1.64%
customer_code_1024,household-baby_needs,0.07%
customer_code_1024,lifestyle-wellness_food,1.49%
customer_code_1024,animal products-dairy,
customer_code_1024,pet_products-pet_care,
customer_code_1024,pet_products-pet_food,
customer_code_1024,household-wellness_products,
customer_code_1025,Hygiene-baby_needs,0.13%
customer_code_1025,Hygiene-beauty_and_personal_care,1.80%
customer_code_1025,animal products-frozen_meat,3.92%
customer_code_1025,animal products-seafood,0.77%
customer_code_1025,fresh-fruits,3.34%
customer_code_1025,fresh-vegetables,2.12%
customer_code_1025,homeware-stationery,1.41%
customer_code_1025,household-baby_needs,0.06%
customer_code_1025,lifestyle-wellness_food,74.36%
customer_code_1025,animal products-dairy,
customer_code_1025,pet_products-pet_care,
customer_code_1025,pet_products-pet_food,
customer_code_1025,household-wellness_products,12.08%
customer_code_1026,Hygiene-baby_needs,66.40%
customer_code_1026,Hygiene-beauty_and_personal_care,1.87%
customer_code_1026,animal products-frozen_meat,4.08%
customer_code_1026,animal products-seafood,0.80%
customer_code_1026,fresh-fruits,3.48%
customer_code_1026,fresh-vegetables,2.21%
customer_code_1026,homeware-stationery,1.47%
customer_code_1026,household-baby_needs,18.34%
customer_code_1026,lifestyle-wellness_food,1.34%
customer_code_1026,animal products-dairy,
customer_code_1026,pet_products-pet_care,
customer_code_1026,pet_products-pet_food,
customer_code_1026,household-wellness_products,
customer_code_1027,Hygiene-baby_needs,0.11%
customer_code_1027,Hygiene-beauty_and_personal_care,1.48%
customer_code_1027,animal products-frozen_meat,3.22%
customer_code_1027,animal products-seafood,0.63%
customer_code_1027,fresh-fruits,50.16%
customer_code_1027,fresh-vegetables,42.12%
customer_code_1027,homeware-stationery,1.16%
customer_code_1027,household-baby_needs,0.05%
customer_code_1027,lifestyle-wellness_food,1.06%
customer_code_1027,animal products-dairy,
customer_code_1027,pet_products-pet_care,
customer_code_1027,pet_products-pet_food,
customer_code_1027,household-wellness_products,
customer_code_1028,Hygiene-baby_needs,0.10%
customer_code_1028,Hygiene-beauty_and_personal_care,1.43%
customer_code_1028,animal products-frozen_meat,3.11%
customer_code_1028,animal products-seafood,0.61%
customer_code_1028,fresh-fruits,52.73%
customer_code_1028,fresh-vegetables,39.82%
customer_code_1028,homeware-stationery,1.12%
customer_code_1028,household-baby_needs,0.05%
customer_code_1028,lifestyle-wellness_food,1.02%
customer_code_1028,animal products-dairy,
customer_code_1028,pet_products-pet_care,
customer_code_1028,pet_products-pet_food,
customer_code_1028,household-wellness_products,
customer_code_1029,Hygiene-baby_needs,0.42%
customer_code_1029,Hygiene-beauty_and_personal_care,5.91%
customer_code_1029,animal products-frozen_meat,12.87%
customer_code_1029,animal products-seafood,2.53%
customer_code_1029,fresh-fruits,43.46%
customer_code_1029,fresh-vegetables,25.74%
customer_code_1029,homeware-stationery,4.64%
customer_code_1029,household-baby_needs,0.21%
customer_code_1029,lifestyle-wellness_food,4.22%
customer_code_1029,animal products-dairy,
customer_code_1029,pet_products-pet_care,
customer_code_1029,pet_products-pet_food,
customer_code_1029,household-wellness_products,
customer_code_103,Hygiene-baby_needs,0.09%
customer_code_103,Hygiene-beauty_and_personal_care,1.32%
customer_code_103,animal products-frozen_meat,2.87%
customer_code_103,animal products-seafood,0.56%
customer_code_103,fresh-fruits,43.26%
customer_code_103,fresh-vegetables,49.88%
customer_code_103,homeware-stationery,1.03%
customer_code_103,household-baby_needs,0.05%
customer_code_103,lifestyle-wellness_food,0.94%
customer_code_103,animal products-dairy,
customer_code_103,pet_products-pet_care,
customer_code_103,pet_products-pet_food,
customer_code_103,household-wellness_products,
customer_code_1030,Hygiene-baby_needs,0.41%
customer_code_1030,Hygiene-beauty_and_personal_care,5.79%
customer_code_1030,animal products-frozen_meat,12.60%
customer_code_1030,animal products-seafood,2.48%
customer_code_1030,fresh-fruits,45.04%
customer_code_1030,fresh-vegetables,24.79%
customer_code_1030,homeware-stationery,4.55%
customer_code_1030,household-baby_needs,0.21%
customer_code_1030,lifestyle-wellness_food,4.13%
customer_code_1030,animal products-dairy,
customer_code_1030,pet_products-pet_care,
customer_code_1030,pet_products-pet_food,
customer_code_1030,household-wellness_products,
customer_code_1031,Hygiene-baby_needs,0.42%
customer_code_1031,Hygiene-beauty_and_personal_care,5.94%
customer_code_1031,animal products-frozen_meat,12.95%
customer_code_1031,animal products-seafood,2.55%
customer_code_1031,fresh-fruits,40.13%
customer_code_1031,fresh-vegetables,28.87%
customer_code_1031,homeware-stationery,4.67%
customer_code_1031,household-baby_needs,0.21%
customer_code_1031,lifestyle-wellness_food,4.25%
customer_code_1031,animal products-dairy,
customer_code_1031,pet_products-pet_care,
customer_code_1031,pet_products-pet_food,
customer_code_1031,household-wellness_products,
customer_code_1032,Hygiene-baby_needs,0.40%
customer_code_1032,Hygiene-beauty_and_personal_care,5.66%
customer_code_1032,animal products-frozen_meat,12.32%
customer_code_1032,animal products-seafood,2.42%
customer_code_1032,fresh-fruits,37.17%
customer_code_1032,fresh-vegetables,33.33%
customer_code_1032,homeware-stationery,4.44%
customer_code_1032,household-baby_needs,0.20%
customer_code_1032,lifestyle-wellness_food,4.04%
customer_code_1032,animal products-dairy,
customer_code_1032,pet_products-pet_care,
customer_code_1032,pet_products-pet_food,
customer_code_1032,household-wellness_products,
customer_code_1033,Hygiene-baby_needs,0.41%
customer_code_1033,Hygiene-beauty_and_personal_care,5.69%
customer_code_1033,animal products-frozen_meat,12.40%
customer_code_1033,animal products-seafood,2.44%
customer_code_1033,fresh-fruits,46.14%
customer_code_1033,fresh-vegetables,24.19%
customer_code_1033,homeware-stationery,4.47%
customer_code_1033,household-baby_needs,0.20%
customer_code_1033,lifestyle-wellness_food,4.07%
customer_code_1033,animal products-dairy,
customer_code_1033,pet_products-pet_care,
customer_code_1033,pet_products-pet_food,
customer_code_1033,household-wellness_products,
customer_code_1034,Hygiene-baby_needs,0.41%
customer_code_1034,Hygiene-beauty_and_personal_care,5.75%
customer_code_1034,animal products-frozen_meat,12.53%
customer_code_1034,animal products-seafood,2.46%
customer_code_1034,fresh-fruits,41.89%
customer_code_1034,fresh-vegetables,28.13%
customer_code_1034,homeware-stationery,4.52%
customer_code_1034,household-baby_needs,0.21%
customer_code_1034,lifestyle-wellness_food,4.11%
customer_code_1034,animal products-dairy,
customer_code_1034,pet_products-pet_care,
customer_code_1034,pet_products-pet_food,
customer_code_1034,household-wellness_products,
customer_code_1035,Hygiene-baby_needs,0.19%
customer_code_1035,Hygiene-beauty_and_personal_care,2.62%
customer_code_1035,animal products-frozen_meat,5.72%
customer_code_1035,animal products-seafood,1.12%
customer_code_1035,fresh-fruits,46.11%
customer_code_1035,fresh-vegetables,40.21%
customer_code_1035,homeware-stationery,2.06%
customer_code_1035,household-baby_needs,0.09%
customer_code_1035,lifestyle-wellness_food,1.87%
customer_code_1035,animal products-dairy,
customer_code_1035,pet_products-pet_care,
customer_code_1035,pet_products-pet_food,
customer_code_1035,household-wellness_products,
customer_code_1036,Hygiene-baby_needs,0.18%
customer_code_1036,Hygiene-beauty_and_personal_care,2.58%
customer_code_1036,animal products-frozen_meat,5.62%
customer_code_1036,animal products-seafood,1.11%
customer_code_1036,fresh-fruits,50.23%
customer_code_1036,fresh-vegetables,36.31%
customer_code_1036,homeware-stationery,2.03%
customer_code_1036,household-baby_needs,0.09%
customer_code_1036,lifestyle-wellness_food,1.84%
customer_code_1036,animal products-dairy,
customer_code_1036,pet_products-pet_care,
customer_code_1036,pet_products-pet_food,
customer_code_1036,household-wellness_products,
customer_code_1037,Hygiene-baby_needs,0.22%
customer_code_1037,Hygiene-beauty_and_personal_care,3.03%
customer_code_1037,animal products-frozen_meat,6.60%
customer_code_1037,animal products-seafood,1.30%
customer_code_1037,fresh-fruits,47.51%
customer_code_1037,fresh-vegetables,36.69%
customer_code_1037,homeware-stationery,2.38%
customer_code_1037,household-baby_needs,0.11%
customer_code_1037,lifestyle-wellness_food,2.16%
customer_code_1037,animal products-dairy,
customer_code_1037,pet_products-pet_care,
customer_code_1037,pet_products-pet_food,
customer_code_1037,household-wellness_products,
customer_code_1038,Hygiene-baby_needs,0.17%
customer_code_1038,Hygiene-beauty_and_personal_care,2.45%
customer_code_1038,animal products-frozen_meat,5.34%
customer_code_1038,animal products-seafood,1.05%
customer_code_1038,fresh-fruits,48.73%
customer_code_1038,fresh-vegetables,38.50%
customer_code_1038,homeware-stationery,1.92%
customer_code_1038,household-baby_needs,0.09%
customer_code_1038,lifestyle-wellness_food,1.75%
customer_code_1038,animal products-dairy,
customer_code_1038,pet_products-pet_care,
customer_code_1038,pet_products-pet_food,
customer_code_1038,household-wellness_products,
customer_code_1039,Hygiene-baby_needs,0.22%
customer_code_1039,Hygiene-beauty_and_personal_care,3.12%
customer_code_1039,animal products-frozen_meat,6.81%
customer_code_1039,animal products-seafood,1.34%
customer_code_1039,fresh-fruits,47.10%
customer_code_1039,fresh-vegetables,36.61%
customer_code_1039,homeware-stationery,2.46%
customer_code_1039,household-baby_needs,0.11%
customer_code_1039,lifestyle-wellness_food,2.23%
customer_code_1039,animal products-dairy,
customer_code_1039,pet_products-pet_care,
customer_code_1039,pet_products-pet_food,
customer_code_1039,household-wellness_products,
customer_code_104,Hygiene-baby_needs,0.39%
customer_code_104,Hygiene-beauty_and_personal_care,5.50%
customer_code_104,animal products-frozen_meat,11.98%
customer_code_104,animal products-seafood,2.36%
customer_code_104,fresh-fruits,34.77%
customer_code_104,fresh-vegetables,36.54%
customer_code_104,homeware-stationery,4.32%
customer_code_104,household-baby_needs,0.20%
customer_code_104,lifestyle-wellness_food,3.93%
customer_code_104,animal products-dairy,
customer_code_104,pet_products-pet_care,
customer_code_104,pet_products-pet_food,
customer_code_104,household-wellness_products,
customer_code_1040,Hygiene-baby_needs,0.19%
customer_code_1040,Hygiene-beauty_and_personal_care,2.68%
customer_code_1040,animal products-frozen_meat,5.85%
customer_code_1040,animal products-seafood,1.15%
customer_code_1040,fresh-fruits,4.99%
customer_code_1040,fresh-vegetables,3.16%
customer_code_1040,homeware-stationery,2.11%
customer_code_1040,household-baby_needs,0.10%
customer_code_1040,lifestyle-wellness_food,1.92%
customer_code_1040,animal products-dairy,77.85%
customer_code_1040,pet_products-pet_care,
customer_code_1040,pet_products-pet_food,
customer_code_1040,household-wellness_products,
customer_code_1041,Hygiene-baby_needs,0.17%
customer_code_1041,Hygiene-beauty_and_personal_care,2.45%
customer_code_1041,animal products-frozen_meat,5.34%
customer_code_1041,animal products-seafood,1.05%
customer_code_1041,fresh-fruits,4.55%
customer_code_1041,fresh-vegetables,2.89%
customer_code_1041,homeware-stationery,1.92%
customer_code_1041,household-baby_needs,0.09%
customer_code_1041,lifestyle-wellness_food,1.75%
customer_code_1041,animal products-dairy,79.79%
customer_code_1041,pet_products-pet_care,
customer_code_1041,pet_products-pet_food,
customer_code_1041,household-wellness_products,
customer_code_1042,Hygiene-baby_needs,0.21%
customer_code_1042,Hygiene-beauty_and_personal_care,2.88%
customer_code_1042,animal products-frozen_meat,6.28%
customer_code_1042,animal products-seafood,1.23%
customer_code_1042,fresh-fruits,5.35%
customer_code_1042,fresh-vegetables,3.40%
customer_code_1042,homeware-stationery,2.26%
